id,T,P,E,W,S,F,C
189,0,0,2,2,1,t,0
190,0,2,2,2,2,t,0
191,0,2,2,3,3,n,0
192,0,0,2,2,2,p,0
193,0,2,2,1,1,t,0
194,0,0,2,3,3,t,0
195,0,1,1,1,2,r,0
196,0,0,1,1,1,c,0
197,0,0,2,1,1,t,0
198,0,1,2,2,2,r,0
199,0,0,2,1,1,t,0
200,0,0,2,1,1,h,0
201,0,0,3,2,2,t,1
202,0,0,2,2,3,t,0
203,0,0,1,2,2,t,0
204,0,0,2,1,2,t,0
205,0,0,3,1,1,d,1
206,0,0,2,2,2,t,0
207,0,0,2,1,2,h,0
208,0,0,2,2,2,t,0
209,0,0,3,1,1,d,0
210,1,0,2,2,2,o,0
211,0,2,2,1,2,t,0
212,0,0,2,1,2,t,0
213,0,0,3,1,1,d,0
214,0,2,1,1,2,r,0
215,0,0,1,1,1,p,0
216,0,0,1,1,2,p,0
217,0,0,2,1,1,d,0
218,0,1,1,1,1,t,0
219,0,2,1,1,1,t,0
220,0,2,1,1,2,r,0
221,0,0,1,1,1,p,0
222,0,2,2,1,2,t,0
223,0,0,2,1,1,d,0
224,0,0,2,2,2,t,0
225,0,0,1,1,1,p,0
226,0,0,2,1,1,d,0
227,0,1,2,2,2,t,0
228,0,2,2,1,1,p,0
229,0,2,2,2,2,r,0
230,0,1,2,2,1,t,0
231,0,2,2,1,1,d,0
232,0,0,2,1,1,d,0
233,0,0,1,1,1,c,0
234,0,1,2,2,2,t,0
235,0,2,2,3,3,r,0
236,0,0,2,1,1,t,0
237,0,0,3,2,3,t,0
238,0,0,3,1,1,d,0
239,0,0,2,2,2,t,0
240,0,0,1,1,1,t,0
241,0,0,2,1,1,c,0
242,0,1,2,1,1,h,0
243,0,0,2,2,2,t,0
244,0,0,2,1,1,c,0
245,0,2,2,2,2,r,0
246,0,0,1,1,1,d,0
247,0,2,2,3,3,r,0
248,0,0,2,1,1,d,0
249,0,1,2,1,1,d,0
250,0,0,2,1,1,d,0
251,0,0,2,1,1,d,0
252,0,2,2,2,1,p,0
253,0,0,2,1,1,t,0
254,0,0,2,1,1,h,0
255,0,0,1,1,1,n,0
256,0,0,1,1,1,t,0
257,0,0,2,1,1,d,0
258,0,0,1,1,1,p,0
259,0,0,2,1,1,p,0
260,0,1,1,1,1,d,0
261,0,1,1,1,1,r,0
262,0,0,2,1,1,d,0
263,0,2,2,1,1,t,0
264,0,0,2,2,2,t,0
265,0,1,3,3,3,r,0
266,0,0,2,1,1,d,0
267,0,0,2,1,2,t,0
268,0,0,3,1,1,d,0
269,0,1,2,2,2,r,0
270,0,0,3,1,1,d,1
271,0,0,3,1,1,d,0
272,0,0,2,1,1,d,0
273,0,0,1,1,1,t,0
274,0,0,2,1,1,d,0
275,0,0,3,1,1,d,0
276,0,0,3,2,1,d,0
277,0,0,2,1,1,t,0
278,0,0,2,1,1,t,0
279,0,0,2,1,1,h,0
280,1,0,2,1,2,t,0
281,0,0,2,2,2,d,0
282,0,1,2,2,2,r,0
283,0,0,2,2,1,t,0
284,0,0,3,1,1,d,0
285,0,0,2,1,1,p,0
286,0,0,2,1,1,h,0
287,0,0,2,1,1,d,0
288,0,2,2,1,1,t,0
289,0,0,3,1,1,d,0
290,0,0,2,1,1,c,0
291,0,1,2,2,2,h,0
292,0,0,3,1,1,d,0
293,0,0,2,1,2,d,0
294,0,0,2,2,2,t,0
295,0,0,2,2,1,t,0
296,0,0,2,1,1,h,0
297,0,0,2,2,2,t,0
298,0,0,2,2,2,t,0
299,0,0,3,2,2,h,0
300,0,1,2,1,1,h,0
301,1,1,1,1,1,r,0
302,0,0,1,1,1,h,0
303,0,1,1,1,1,r,0
304,0,0,1,1,1,c,0
305,0,0,1,1,1,p,0
306,1,1,1,1,1,r,0
307,0,1,1,1,1,p,0
308,0,0,1,1,1,t,0
309,0,1,1,1,1,p,0
310,0,0,1,1,1,p,0
311,0,1,1,1,1,t,0
312,0,0,1,1,1,t,0
313,0,0,1,1,1,t,0
314,0,1,1,1,1,c,0
315,0,2,1,1,1,t,0
316,0,1,1,1,1,n,0
317,0,1,1,1,1,p,0
318,0,1,1,1,1,p,0
319,0,0,1,1,1,c,0
320,0,1,1,2,2,p,0
321,0,1,1,1,1,p,0
322,0,0,1,1,1,p,0
323,0,0,1,1,1,p,0
324,1,0,1,1,1,p,0
325,0,2,1,1,1,p,0
326,0,2,1,1,1,p,0
327,0,1,1,1,1,p,0
328,0,2,1,1,1,p,0
329,0,0,2,1,1,h,0
330,0,0,1,1,1,h,0
331,0,2,1,1,2,t,0
332,2,1,1,1,1,r,0
333,2,2,1,1,1,r,0
334,2,1,1,1,1,r,0
335,2,2,2,1,1,r,1
336,2,2,1,2,2,r,0
337,2,0,1,1,1,o,0
338,2,2,2,1,1,r,0
339,0,0,1,1,1,h,0
340,0,0,1,1,1,h,0
341,0,0,1,1,2,t,0
342,0,0,1,1,1,c,0
343,0,0,2,1,2,t,0
344,2,2,1,1,1,r,0
345,1,1,1,2,2,r,0
346,1,0,1,1,1,t,1
347,2,2,2,2,2,r,1
348,2,0,2,1,2,d,1
349,0,2,2,3,3,r,0
350,0,2,1,1,1,r,0
351,0,2,3,2,2,r,1
352,0,1,2,1,2,p,0
353,2,0,1,1,1,o,0
354,2,0,2,1,2,o,1
355,2,2,1,2,2,r,0
356,2,2,1,1,1,r,0
357,0,1,1,2,1,r,0
358,2,2,2,2,2,r,1
359,1,0,2,1,1,t,0
360,2,0,2,1,1,t,1
361,2,0,2,1,1,r,0
362,2,2,2,1,1,r,1
363,0,2,2,3,2,r,1
364,1,1,2,2,2,r,0
365,2,1,1,2,2,r,0
366,0,0,1,2,1,t,0
367,2,2,2,2,3,o,0
368,1,0,1,1,1,t,0
369,2,2,2,2,2,r,1
370,2,0,1,1,1,r,0
371,1,0,1,1,1,t,1
372,1,0,2,2,2,d,1
373,2,2,1,1,1,p,0
374,2,1,1,2,2,r,0
375,2,1,1,1,1,r,0
376,2,2,2,2,2,r,0
377,2,2,1,1,1,r,1
378,0,0,2,1,1,h,0
379,0,1,1,3,3,r,0
380,0,0,2,2,1,h,0
381,0,0,1,1,2,r,0
382,0,0,2,3,3,r,0
383,0,0,3,2,3,h,0
384,0,1,2,2,2,t,0
385,0,0,3,3,3,t,0
386,1,2,1,3,3,o,0
387,0,0,3,1,1,d,0
388,0,0,2,3,3,t,0
389,0,0,1,1,1,t,0
390,0,0,1,1,1,t,0
391,0,0,1,2,2,t,0
392,0,0,1,1,1,t,0
393,0,0,1,1,1,c,0
394,0,0,1,1,1,t,0
395,0,0,1,2,2,t,0
396,0,2,1,3,3,r,0
397,0,0,1,1,1,t,0
398,0,0,1,1,1,t,0
399,0,2,2,3,3,r,0
400,0,1,2,2,2,t,0
401,0,2,1,2,2,r,0
402,0,0,1,1,1,p,0
403,0,2,2,3,3,r,0
404,0,0,2,2,2,t,0
405,1,0,1,2,2,t,0
406,0,0,1,2,2,t,0
407,0,0,2,2,2,t,0
408,0,0,3,1,1,h,0
409,0,0,2,1,1,t,0
410,0,1,2,1,1,t,0
411,0,0,1,1,1,c,0
412,0,0,1,1,1,t,0
413,0,0,1,1,1,t,0
414,0,0,1,1,1,c,0
415,0,0,1,1,1,t,0
416,0,0,1,1,1,d,0
417,1,2,1,1,1,r,0
418,0,0,1,1,1,t,0
419,0,1,1,1,1,t,0
420,0,0,1,1,1,t,0
421,0,0,1,1,1,t,0
422,0,0,1,1,2,t,0
423,2,1,1,1,1,r,1
424,0,0,1,1,1,p,0
425,2,1,2,1,1,r,0
426,2,1,1,1,1,r,0
427,2,1,1,1,1,r,0
428,1,0,1,1,1,o,0
429,1,1,1,1,1,t,1
430,2,2,1,1,2,r,0
431,2,1,2,1,1,r,0
432,2,0,1,1,1,c,0
433,2,2,1,1,1,r,0
434,1,1,2,1,1,r,1
435,2,2,2,1,1,r,1
436,0,1,1,1,1,r,0
437,0,2,2,1,1,r,1
438,0,2,1,1,1,r,0
439,0,1,1,1,1,p,0
440,0,2,2,1,1,t,0
441,0,1,1,1,1,t,0
442,0,2,1,1,1,t,0
443,0,1,1,1,1,t,0
444,0,2,1,1,1,t,0
445,0,2,1,1,1,t,0
446,0,0,1,1,1,t,0
447,0,0,1,1,1,c,0
448,0,2,1,1,1,t,0
449,0,0,1,1,1,t,0
450,0,2,1,1,1,t,0
451,0,2,2,3,3,r,0
452,0,2,1,1,1,t,0
453,0,2,3,2,2,r,0
454,0,0,2,1,1,c,0
455,0,1,1,1,1,t,0
456,0,2,1,1,1,t,0
457,0,1,1,1,1,t,0
458,0,1,1,1,1,t,0
459,1,0,1,1,1,t,0
460,0,0,1,1,1,c,0
461,0,0,1,1,1,t,0
462,1,1,1,1,1,o,0
463,0,0,1,1,1,t,0
464,0,2,1,1,1,p,0
465,0,2,1,1,1,t,0
466,0,2,1,1,1,t,0
467,0,2,1,1,1,c,0
468,0,2,2,1,1,t,0
469,0,2,1,1,1,t,0
470,0,2,1,1,1,t,0
471,0,2,1,1,1,t,0
472,0,2,1,1,1,r,0
473,0,0,2,1,1,c,0
474,0,0,1,1,1,t,0
475,0,0,1,1,1,t,0
476,0,1,1,1,2,t,0
477,0,0,2,1,1,d,0
478,0,2,2,3,3,r,0
479,0,0,2,1,1,d,0
480,0,0,2,2,2,h,0
481,1,2,1,1,1,t,0
482,0,0,1,1,1,t,0
483,0,2,1,1,1,r,0
484,0,0,2,1,1,t,0
485,0,2,2,3,3,r,0
486,0,0,1,1,1,t,0
487,0,0,1,1,1,p,0
488,0,0,1,1,1,t,0
489,0,1,2,1,1,t,1
490,0,1,1,1,2,t,0
491,2,0,1,1,1,o,0
492,2,2,2,1,1,r,0
493,0,1,1,1,1,n,0
494,0,0,2,2,2,h,0
495,0,0,1,1,1,c,0
496,0,0,2,1,1,c,0
497,0,0,1,1,1,d,0
498,0,0,1,1,1,t,0
499,0,0,1,1,1,c,0
500,0,0,1,1,1,t,0
501,0,0,1,1,1,t,0
502,0,1,2,2,2,r,0
503,0,0,1,1,1,t,0
504,0,0,1,1,1,t,0
505,0,0,1,1,1,t,0
506,0,2,2,3,3,t,0
507,0,2,2,3,3,t,0
508,0,2,2,2,2,r,0
509,0,1,2,3,3,t,0
510,0,0,1,1,1,t,0
511,0,0,1,1,1,t,0
512,0,2,2,2,2,r,0
513,0,2,2,3,3,r,0
514,1,2,2,2,3,n,0
515,1,1,1,1,1,n,0
516,1,0,1,2,2,n,0
517,0,2,2,1,2,t,0
518,2,0,1,1,1,o,0
519,0,0,2,1,1,o,0
520,0,0,2,2,2,t,0
521,0,0,3,1,1,d,1
522,0,1,2,2,2,t,0
523,0,0,3,2,2,t,0
524,0,2,2,3,3,n,0
525,2,0,1,1,1,o,0
526,2,2,2,2,2,r,0
527,1,0,1,1,1,n,0
528,2,2,1,1,1,o,0
529,0,2,2,1,1,r,0
530,2,2,1,2,2,r,0
531,2,0,1,1,1,o,0
532,0,1,2,2,2,o,0
533,2,1,1,1,1,n,0
534,0,1,2,2,2,r,0
535,1,0,1,1,1,n,0
536,2,2,1,1,1,r,0
537,0,0,1,1,1,n,0
538,0,2,2,3,3,r,0
539,0,0,2,1,1,n,0
540,0,2,2,3,3,r,0
541,0,2,2,2,2,r,1
542,0,1,2,1,1,t,0
543,0,2,1,1,2,n,0
544,0,0,3,1,1,d,0
545,0,1,2,2,2,o,0
546,0,0,2,1,1,d,0
547,0,1,2,3,3,t,0
548,0,1,2,3,3,t,0
549,0,0,2,2,2,h,0
550,0,0,2,3,3,t,0
551,0,0,2,1,2,t,0
552,0,0,2,2,2,r,0
553,0,1,2,1,1,d,0
554,0,0,3,1,1,d,0
555,0,0,1,1,1,c,0
556,0,0,2,1,1,c,0
557,0,1,1,1,1,t,0
558,0,1,1,1,1,c,0
559,0,0,2,1,2,t,0
560,0,1,1,1,1,d,0
561,0,0,1,1,1,d,0
562,0,1,1,1,1,t,0
563,0,0,1,1,1,c,0
564,0,2,1,1,2,t,0
565,0,0,2,1,1,p,0
566,0,2,1,1,1,r,0
567,2,1,1,1,2,r,1
568,0,2,2,1,2,t,0
569,0,0,3,1,1,d,0
570,0,1,1,1,1,p,0
571,0,2,1,2,2,r,0
572,0,1,1,1,2,r,0
573,0,2,1,2,3,n,0
574,0,0,1,1,1,t,0
575,0,0,1,1,1,t,0
576,0,0,1,1,1,c,0
577,0,0,3,2,2,r,0
578,0,0,2,1,1,o,0
579,0,0,2,1,1,c,0
580,0,1,2,2,2,t,0
581,0,1,2,2,3,t,0
582,0,0,1,1,1,c,0
583,0,2,3,1,2,r,1
584,0,0,3,2,2,t,0
585,0,0,1,1,1,c,0
586,0,0,2,1,1,t,0
587,0,0,2,2,2,r,0
588,0,1,2,2,2,r,0
589,0,1,1,2,2,o,0
590,0,2,2,3,3,r,0
591,0,1,2,3,3,t,0
592,0,0,2,1,1,c,0
593,0,0,1,1,1,c,0
594,0,0,3,1,1,d,0
595,0,0,3,1,1,t,0
596,0,0,1,1,1,t,0
597,0,0,1,1,1,c,0
598,0,0,3,1,1,c,0
599,0,0,2,1,1,d,0
600,0,0,1,1,1,t,0
601,0,0,2,2,2,t,0
602,0,0,2,1,1,p,0
603,0,0,2,1,1,h,0
604,1,1,1,1,1,r,0
605,0,1,2,2,2,r,0
606,0,0,2,1,2,t,0
607,0,0,2,2,2,t,1
608,0,1,3,3,3,t,1
609,0,1,2,2,3,t,0
610,1,1,2,1,1,r,0
611,0,0,1,1,1,d,0
612,0,1,2,1,1,d,0
613,0,1,2,1,1,r,0
614,0,0,2,1,1,d,0
615,0,0,2,2,1,t,0
616,0,2,2,2,2,r,0
617,0,0,1,1,1,d,0
618,0,1,2,1,1,t,0
619,0,2,2,3,2,r,0
620,0,1,2,1,1,n,0
621,0,0,2,1,1,h,0
622,1,2,2,1,1,r,0
623,2,1,2,1,1,r,0
624,2,1,3,1,1,r,1
625,0,2,3,2,2,r,0
626,2,1,2,1,1,r,1
627,2,0,2,2,2,h,0
628,2,2,1,1,1,r,0
629,0,1,2,1,1,t,0
630,2,1,2,1,1,r,0
631,1,0,2,1,1,r,0
632,1,2,2,1,1,r,0
633,2,2,2,1,1,r,0
634,0,0,2,1,1,d,0
635,1,0,1,1,1,p,0
636,2,1,3,1,1,r,1
637,0,0,3,1,1,d,1
638,0,1,3,2,2,t,0
639,0,0,2,1,1,h,0
640,0,1,2,1,1,n,0
641,2,0,3,1,1,h,1
642,2,2,2,2,2,r,0
643,2,1,2,1,2,r,0
644,0,1,2,2,2,r,0
645,0,1,2,1,1,r,0
646,1,2,1,1,1,t,0
647,0,0,1,1,1,h,0
648,0,1,2,2,2,d,0
649,0,1,2,3,2,h,0
650,0,0,1,1,1,h,0
651,0,0,1,1,1,h,0
652,0,0,2,1,1,d,0
653,0,0,1,1,1,h,0
654,0,1,1,1,1,p,0
655,0,0,1,1,1,h,0
656,0,0,2,1,1,h,0
657,0,0,1,1,2,n,0
658,0,2,1,1,1,t,0
659,0,0,2,1,1,d,0
660,0,0,3,2,1,h,0
661,0,1,1,1,1,c,0
662,0,0,1,1,1,c,0
663,0,0,1,1,1,c,0
664,0,0,1,1,1,c,0
665,0,0,1,1,1,c,0
666,0,0,1,1,1,c,0
667,0,0,1,1,1,c,0
668,0,0,1,1,1,c,0
669,0,0,2,1,1,c,0
670,0,0,1,1,1,c,0
671,0,0,1,1,1,c,0
672,0,0,1,1,1,c,0
673,0,0,2,2,1,c,0
674,0,0,2,2,1,c,0
675,0,0,1,1,1,c,0
676,0,0,2,1,1,c,0
677,0,0,1,2,1,c,0
678,0,0,2,2,1,c,0
679,0,0,1,1,1,c,0
680,0,0,1,1,1,c,0
681,0,1,1,1,1,c,0
682,0,0,1,1,1,c,0
683,0,0,1,1,1,c,0
684,0,0,1,1,1,c,0
685,0,0,1,1,1,c,0
686,0,0,2,2,1,c,0
687,0,0,1,2,1,c,0
688,0,0,2,2,1,c,0
689,0,0,2,3,1,c,0
690,0,0,1,1,1,c,0
691,0,0,2,1,1,c,0
692,0,0,2,1,2,c,0
693,0,0,2,1,1,c,0
694,0,0,1,1,1,c,0
695,0,0,1,1,1,c,0
696,0,0,2,1,1,c,0
697,0,1,1,1,1,c,0
698,0,0,1,1,1,c,0
699,0,0,1,1,1,c,0
700,0,0,2,1,1,c,0
701,0,0,1,1,1,c,0
702,0,0,2,1,1,c,0
703,0,0,1,1,1,c,0
704,0,0,2,1,1,c,0
705,0,0,1,2,1,c,0
706,0,1,1,1,1,c,0
707,0,0,1,1,1,h,0
708,0,0,2,1,1,c,0
709,0,0,1,1,1,c,0
710,0,0,2,1,1,c,0
711,0,1,1,1,1,t,0
712,0,0,1,1,1,c,0
713,0,0,2,1,1,c,0
714,0,0,2,1,1,c,0
715,0,1,1,1,1,c,0
716,0,0,2,1,1,c,0
717,0,0,2,1,1,c,0
718,0,0,1,1,1,c,0
719,0,0,1,1,1,c,0
720,0,0,1,1,1,c,0
721,0,0,1,1,1,c,0
722,0,0,1,1,1,c,0
723,0,0,1,1,1,c,0
724,0,0,1,1,1,c,0
725,0,0,1,1,1,c,0
726,0,0,1,1,1,c,0
727,0,0,1,1,1,c,0
728,0,0,2,2,1,c,0
729,0,0,1,1,1,c,0
730,0,0,1,1,1,c,0
731,0,0,1,1,1,c,0
732,0,0,1,1,1,c,0
733,0,1,1,1,2,c,0
734,0,0,1,1,1,c,0
735,0,0,1,1,1,c,0
736,0,0,1,1,1,c,0
737,0,0,1,1,1,c,0
738,0,0,1,1,1,c,0
739,0,0,1,1,1,c,0
740,0,0,1,1,1,c,0
741,0,0,2,1,1,c,0
742,0,0,2,2,1,c,0
743,0,0,1,1,1,c,0
744,0,0,1,1,1,c,0
745,0,1,1,1,1,c,0
746,0,0,1,1,1,c,0
747,0,1,1,1,1,c,0
748,0,1,1,1,1,c,0
749,0,1,1,1,1,c,0
750,0,0,1,1,1,c,0
751,0,1,1,1,1,c,0
752,0,0,1,1,1,c,0
753,0,0,1,1,1,c,0
754,0,0,1,1,1,c,0
755,0,1,1,1,1,c,0
756,0,0,2,1,1,c,0
757,0,0,1,1,1,c,0
758,0,0,1,1,1,c,0
759,0,0,2,1,1,c,0
760,0,0,1,1,1,c,0
761,0,0,1,1,1,c,0
762,0,0,2,1,1,c,0
763,0,0,1,1,1,c,0
764,0,0,1,1,1,c,0
765,0,0,2,2,1,c,0
766,0,0,1,1,1,c,0
767,0,0,1,1,1,c,0
768,0,0,1,1,1,c,0
769,0,0,2,1,1,c,0
770,0,0,1,1,1,c,0
771,0,0,1,1,1,c,0
772,0,0,2,1,1,c,0
773,0,0,1,1,1,c,0
774,0,0,1,1,1,c,0
775,0,0,1,1,1,c,0
776,0,0,2,1,1,c,0
777,0,0,1,1,1,c,0
778,0,0,2,1,1,c,0
779,0,0,1,1,1,c,0
780,0,0,1,1,1,c,0
781,0,0,2,1,1,c,0
782,0,0,1,1,1,c,0
783,0,0,1,1,1,c,0
784,0,0,1,1,1,c,0
785,0,0,1,1,1,c,0
786,0,0,1,1,1,c,0
787,0,1,1,1,1,c,0
788,0,0,1,1,1,c,0
789,0,0,1,1,1,c,0
790,0,0,1,1,1,c,0
791,0,0,1,1,1,c,0
792,0,0,1,1,1,c,0
793,0,1,1,1,1,c,0
794,0,0,1,1,1,c,0
795,0,0,1,1,1,c,0
796,0,0,1,1,1,c,0
797,0,0,1,1,1,c,0
798,0,1,1,1,1,c,0
799,0,0,2,1,1,c,0
800,0,0,2,1,1,c,0
801,0,0,2,1,1,c,0
802,0,1,1,1,1,c,0
803,0,0,1,1,1,c,0
804,0,0,1,1,1,c,0
805,0,0,1,1,1,c,0
806,0,0,1,1,1,c,0
807,0,1,1,1,1,c,0
808,0,0,1,1,1,c,0
809,0,0,1,1,1,c,0
810,0,1,1,1,1,c,0
811,0,1,1,1,1,c,0
812,0,0,1,1,1,c,0
813,0,0,2,1,1,c,0
814,0,0,2,1,1,c,0
815,0,0,2,2,1,c,0
816,0,0,1,1,1,c,0
817,0,0,1,1,1,c,0
818,0,0,1,1,1,c,0
819,0,0,1,1,1,c,0
820,0,0,1,1,1,c,0
821,0,0,1,1,1,c,0
822,0,0,2,1,1,c,0
823,0,0,2,1,1,c,0
824,0,0,2,2,1,c,0
825,0,0,1,1,1,c,0
826,0,0,2,1,1,c,0
827,0,0,2,1,1,c,0
828,0,0,2,1,1,c,0
829,0,0,2,1,1,c,0
830,0,0,1,1,1,c,0
831,0,0,2,1,1,c,0
832,0,0,1,1,1,c,0
833,0,0,1,1,1,c,0
834,0,0,2,1,1,c,0
835,0,0,1,1,1,c,0
836,0,0,2,1,1,c,0
837,0,0,1,1,1,c,0
838,0,0,1,1,1,c,0
839,0,0,1,1,1,c,0
840,0,0,1,1,1,c,0
841,0,0,1,1,1,c,0
842,0,0,1,1,1,c,0
843,0,0,1,1,1,c,0
844,0,0,1,1,1,c,0
845,0,0,1,2,1,c,0
846,0,0,1,1,1,c,0
847,0,0,1,1,1,c,0
848,0,0,1,1,1,c,0
849,0,0,1,1,1,c,0
850,0,0,1,1,1,c,0
851,0,0,2,1,1,c,0
852,0,0,1,1,1,c,0
853,0,0,2,2,1,c,0
854,0,0,1,1,1,c,0
855,0,0,1,1,1,c,0
856,0,0,1,1,1,c,0
857,0,0,1,1,1,c,0
858,0,0,1,1,1,c,0
859,0,0,1,1,1,c,0
860,0,0,1,1,1,c,0
861,0,0,1,1,1,c,0
862,0,0,2,1,1,c,0
863,0,0,2,1,1,c,0
864,0,0,2,1,1,c,0
865,1,0,1,1,1,c,0
866,0,0,1,1,1,c,0
867,0,0,1,1,1,c,0
868,0,0,1,1,1,c,0
869,0,0,1,1,1,c,0
870,0,0,2,1,1,c,0
871,0,0,1,1,1,c,0
872,0,0,1,1,1,c,0
873,0,0,1,2,1,c,0
